product,batch,reg,reg_lookup,server_lookup,key,value
vt27,dfve,us-east-1,us,nondb,maintwindow-vantage-vt27,rebootgroup2-nondb
vt27,dfve,us-west-2,us,db,maintwindow-vantage-vt27,rebootgroup1-dbonly
vt27,dfve,us-west-2,us,nondb,maintwindow-vantage-vt27,rebootgroup2-nondb
vt28,dfve,us-east-1,us,db,maintwindow-vantage-vt28,rebootgroup1-dbonly
vt28,dfve,us-east-1,us,nondb,maintwindow-vantage-vt28,rebootgroup2-nondb
vt28,dfve,us-west-2,us,db,maintwindow-vantage-vt28,rebootgroup1-dbonly
vt28,dfve,us-west-2,us,nondb,maintwindow-vantage-vt28,rebootgroup2-nondb
vt29,dfve,us-east-1,us,db,maintwindow-vantage-vt29,rebootgroup1-dbonly
vt29,dfve,us-east-1,us,nondb,maintwindow-vantage-vt29,rebootgroup2-nondb
vt29,dfve,us-west-2,us,db,maintwindow-vantage-vt29,rebootgroup1-dbonly
vt29,dfve,us-west-2,us,nondb,maintwindow-vantage-vt29,rebootgroup2-nondb
vt30,dfve,us-east-1,us,db,maintwindow-vantage-vt30,rebootgroup1-dbonly
vt30,dfve,us-east-1,us,nondb,maintwindow-vantage-vt30,rebootgroup2-nondb
vt30,dfve,us-west-2,us,db,maintwindow-vantage-vt30,rebootgroup1-dbonly
vt30,dfve,us-west-2,us,nondb,maintwindow-vantage-vt30,rebootgroup2-nondb
vt31,dfve,us-east-1,us,db,maintwindow-vantage-vt31,rebootgroup1-dbonly
vt31,dfve,us-east-1,us,nondb,maintwindow-vantage-vt31,rebootgroup2-nondb
vt31,dfve,us-west-2,us,db,maintwindow-vantage-vt31,rebootgroup1-dbonly
vt31,dfve,us-west-2,us,nondb,maintwindow-vantage-vt31,rebootgroup2-nondb
vt32,dfve,us-east-1,us,db,maintwindow-vantage-vt32,rebootgroup1-dbonly
vt32,dfve,us-east-1,us,nondb,maintwindow-vantage-vt32,rebootgroup2-nondb
vt32,dfve,us-west-2,us,db,maintwindow-vantage-vt32,rebootgroup1-dbonly
vt32,dfve,us-west-2,us,nondb,maintwindow-vantage-vt32,rebootgroup2-nondb
vt33,dfve,us-east-1,us,db,maintwindow-vantage-vt33,rebootgroup1-dbonly
vt33,dfve,us-east-1,us,nondb,maintwindow-vantage-vt33,rebootgroup2-nondb
vt33,dfve,us-west-2,us,db,maintwindow-vantage-vt33,rebootgroup1-dbonly
vt33,dfve,us-west-2,us,nondb,maintwindow-vantage-vt33,rebootgroup2-nondb
vt34,dfve,us-east-1,us,db,maintwindow-vantage-vt34,rebootgroup1-dbonly
vt34,dfve,us-east-1,us,nondb,maintwindow-vantage-vt34,rebootgroup2-nondb
vt34,dfve,us-west-2,us,db,maintwindow-vantage-vt34,rebootgroup1-dbonly
vt34,dfve,us-west-2,us,nondb,maintwindow-vantage-vt34,rebootgroup2-nondb
vt35,dfve,us-east-1,us,db,maintwindow-vantage-vt35,rebootgroup1-dbonly
vt35,dfve,us-east-1,us,nondb,maintwindow-vantage-vt35,rebootgroup2-nondb
vt35,dfve,us-west-2,us,db,maintwindow-vantage-vt35,rebootgroup1-dbonly
vt35,dfve,us-west-2,us,nondb,maintwindow-vantage-vt35,rebootgroup2-nondb
vt36,dfve,eu-west-1,eu,db,maintwindow-vantage-vt36,rebootgroup1-dbonly
vt36,dfve,eu-west-1,eu,nondb,maintwindow-vantage-vt36,rebootgroup2-nondb
vt36,dfve,eu-central-1,eu,db,maintwindow-vantage-vt36,rebootgroup1-dbonly
vt36,dfve,eu-central-1,eu,nondb,maintwindow-vantage-vt36,rebootgroup2-nondb
vt37,dfve,us-east-1,us,db,maintwindow-vantage-vt37,rebootgroup1-dbonly
vt37,dfve,us-east-1,us,nondb,maintwindow-vantage-vt37,rebootgroup2-nondb
vt37,dfve,us-west-2,us,db,maintwindow-vantage-vt37,rebootgroup1-dbonly
vt37,dfve,us-west-2,us,nondb,maintwindow-vantage-vt37,rebootgroup2-nondb
vt38,dfve,us-east-1,us,db,maintwindow-vantage-vt38,rebootgroup1-dbonly
vt38,dfve,us-east-1,us,nondb,maintwindow-vantage-vt38,rebootgroup2-nondb
vt38,dfve,us-west-2,us,db,maintwindow-vantage-vt38,rebootgroup1-dbonly
vt38,dfve,us-west-2,us,nondb,maintwindow-vantage-vt38,rebootgroup2-nondb
vt39,dfve,us-east-1,us,db,maintwindow-vantage-vt39,rebootgroup1-dbonly
vt39,dfve,us-east-1,us,nondb,maintwindow-vantage-vt39,rebootgroup2-nondb
vt39,dfve,us-west-2,us,db,maintwindow-vantage-vt39,rebootgroup1-dbonly
vt39,dfve,us-west-2,us,nondb,maintwindow-vantage-vt39,rebootgroup2-nondb
vt40,dfve,us-east-1,us,db,maintwindow-vantage-vt40,rebootgroup1-dbonly
vt40,dfve,us-east-1,us,nondb,maintwindow-vantage-vt40,rebootgroup2-nondb
vt40,dfve,us-west-2,us,db,maintwindow-vantage-vt40,rebootgroup1-dbonly
vt40,dfve,us-west-2,us,nondb,maintwindow-vantage-vt40,rebootgroup2-nondb
vt42,dfve,ca-central-1,ca,db,maintwindow-vantage-vt42,rebootgroup1-dbonly
vt42,dfve,ca-central-1,ca,nondb,maintwindow-vantage-vt42,rebootgroup2-nondb
vt41,dfve,ap-southeast-1,ap,db,maintwindow-vantage-vt41,rebootgroup1-dbonly
vt41,dfve,ap-southeast-1,ap,nondb,maintwindow-vantage-vt41,rebootgroup2-nondb
vt41,dfve,ap-southeast-2,ap,db,maintwindow-vantage-vt41,rebootgroup1-dbonly
vt41,dfve,ap-southeast-2,ap,nondb,maintwindow-vantage-vt41,rebootgroup2-nondb
vt45,dfve,eu-west-1,eu,db,maintwindow-vantage-vt45,rebootgroup1-dbonly
vt45,dfve,eu-west-1,eu,nondb,maintwindow-vantage-vt45,rebootgroup2-nondb
vt45,dfve,eu-central-1,eu,db,maintwindow-vantage-vt45,rebootgroup1-dbonly
vt45,dfve,eu-central-1,eu,nondb,maintwindow-vantage-vt45,rebootgroup2-nondb
vt43,dfve,us-east-1,us,db,maintwindow-vantage-vt43,rebootgroup1-dbonly
vt43,dfve,us-east-1,us,nondb,maintwindow-vantage-vt43,rebootgroup2-nondb
vt43,dfve,us-west-2,us,db,maintwindow-vantage-vt43,rebootgroup1-dbonly
vt43,dfve,us-west-2,us,nondb,maintwindow-vantage-vt43,rebootgroup2-nondb
vt46,dfve,us-east-1,us,db,maintwindow-vantage-vt46,rebootgroup1-dbonly
vt46,dfve,us-east-1,us,nondb,maintwindow-vantage-vt46,rebootgroup2-nondb
vt46,dfve,us-west-2,us,db,maintwindow-vantage-vt46,rebootgroup1-dbonly
vt46,dfve,us-west-2,us,nondb,maintwindow-vantage-vt46,rebootgroup2-nondb
vt47,dfve,us-east-1,us,db,maintwindow-vantage-vt47,rebootgroup1-dbonly
vt47,dfve,us-east-1,us,nondb,maintwindow-vantage-vt47,rebootgroup2-nondb
vt47,dfve,us-west-2,us,db,maintwindow-vantage-vt47,rebootgroup1-dbonly
vt47,dfve,us-west-2,us,nondb,maintwindow-vantage-vt47,rebootgroup2-nondb
vt44,dfve,us-east-1,us,db,maintwindow-vantage-vt44,rebootgroup1-dbonly
vt44,dfve,us-east-1,us,nondb,maintwindow-vantage-vt44,rebootgroup2-nondb
vt44,dfve,us-west-2,us,db,maintwindow-vantage-vt44,rebootgroup1-dbonly
vt44,dfve,us-west-2,us,nondb,maintwindow-vantage-vt44,rebootgroup2-nondb
vf1,vtent,us-east-1,us,db,maintwindow-visionent-vf1,rebootgroup1-dbonly
vf1,vtent,us-east-1,us,nondb,maintwindow-visionent-vf1,rebootgroup2-nondb
vf1,vtent,us-west-2,us,db,maintwindow-visionent-vf1,rebootgroup1-dbonly
vf1,vtent,us-west-2,us,nondb,maintwindow-visionent-vf1,rebootgroup2-nondb
vf2,vtent,eu-west-1,eu,db,maintwindow-visionent-vf2,rebootgroup1-dbonly
vf2,vtent,eu-west-1,eu,nondb,maintwindow-visionent-vf2,rebootgroup2-nondb
vf2,vtent,eu-central-1,eu,db,maintwindow-visionent-vf2,rebootgroup1-dbonly
vf2,vtent,eu-central-1,eu,nondb,maintwindow-visionent-vf2,rebootgroup2-nondb
vf3,vtent,us-east-1,us,nondb,maintwindow-visionent-vf3,rebootgroup2-nondb
vf4,vtent,us-east-1,us,db,maintwindow-visionent-vf4,rebootgroup1-dbonly
vf4,vtent,us-east-1,us,nondb,maintwindow-visionent-vf4,rebootgroup2-nondb
vf4,vtent,us-west-2,us,db,maintwindow-visionent-vf4,rebootgroup1-dbonly
vf4,vtent,us-west-2,us,nondb,maintwindow-visionent-vf4,rebootgroup2-nondb
vf5,vtent,ca-central-1,ca,nondb,maintwindow-visionent-vf5,rebootgroup2-nondb
vf6,vf6,eu-west-1,eu,db,maintwindow-visionent-vf6-mmd,rebootgroup1-dbonly
vf6,vf6,eu-west-1,eu,nondb,maintwindow-visionent-vf6-mmd,rebootgroup2-nondb
vf6,vf6,eu-central-1,eu,db,maintwindow-visionent-vf6-mmd,rebootgroup1-dbonly
vf6,vf6,eu-central-1,eu,nondb,maintwindow-visionent-vf6-mmd,rebootgroup2-nondb
vf7,vtent,eu-west-1,eu,db,maintwindow-visionent-vf7,rebootgroup1-dbonly
vf7,vtent,eu-central-1,eu,db,maintwindow-visionent-vf7,rebootgroup1-dbonly
vf8,vtent,us-east-1,us,db,maintwindow-visionent-vf8,rebootgroup1-dbonly
vf8,vtent,us-east-1,us,nondb,maintwindow-visionent-vf8,rebootgroup2-nondb
vf8,vtent,us-west-2,us,db,maintwindow-visionent-vf8,rebootgroup1-dbonly
vf8,vtent,us-west-2,us,nondb,maintwindow-visionent-vf8,rebootgroup2-nondb
vf9,vtent,us-west-2,us,db,maintwindow-visionent-vf9,rebootgroup1-dbonly
vf10,vtent,ca-central-1,ca,db,maintwindow-visionent-vf10,rebootgroup1-dbonly
vf10,vtent,ca-central-1,ca,nondb,maintwindow-visionent-vf10,rebootgroup2-nondb
vp1,vtent,us-east-1,us,db,maintwindow-vantageent-vp1,rebootgroup1-dbonly
vp1,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp1,rebootgroup2-nondb
vp1,vtent,us-west-2,us,db,maintwindow-vantageent-vp1,rebootgroup1-dbonly
vp1,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp1,rebootgroup2-nondb
vp2,vtent,eu-west-1,eu,db,maintwindow-vantageent-vp2,rebootgroup1-dbonly
vp2,vtent,eu-west-1,eu,nondb,maintwindow-vantageent-vp2,rebootgroup2-nondb
vp2,vtent,eu-central-1,eu,db,maintwindow-vantageent-vp2,rebootgroup1-dbonly
vp2,vtent,eu-central-1,eu,nondb,maintwindow-vantageent-vp2,rebootgroup2-nondb
vp3,vtent,ca-central-1,ca,db,maintwindow-vantageent-vp3,rebootgroup1-dbonly
vp3,vtent,ca-central-1,ca,nondb,maintwindow-vantageent-vp3,rebootgroup2-nondb
vp4,vtent,eu-west-1,eu,db,maintwindow-vantageent-vp4,rebootgroup1-dbonly
vp4,vtent,eu-west-1,eu,nondb,maintwindow-vantageent-vp4,rebootgroup2-nondb
vp4,vtent,eu-central-1,eu,db,maintwindow-vantageent-vp4,rebootgroup1-dbonly
vp4,vtent,eu-central-1,eu,nondb,maintwindow-vantageent-vp4,rebootgroup2-nondb
vp5,vtent,us-east-1,us,db,maintwindow-vantageent-vp5,rebootgroup1-dbonly
vp5,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp5,rebootgroup2-nondb
vp5,vtent,us-west-2,us,db,maintwindow-vantageent-vp5,rebootgroup1-dbonly
vp5,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp5,rebootgroup2-nondb
vp6,vtent,us-east-1,us,db,maintwindow-vantageent-vp6,rebootgroup1-dbonly
vp6,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp6,rebootgroup2-nondb
vp6,vtent,us-west-2,us,db,maintwindow-vantageent-vp6,rebootgroup1-dbonly
vp6,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp6,rebootgroup2-nondb
vp7,vtent,us-east-1,us,db,maintwindow-vantageent-vp7,rebootgroup1-dbonly
vp7,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp7,rebootgroup2-nondb
vp7,vtent,us-west-2,us,db,maintwindow-vantageent-vp7,rebootgroup1-dbonly
vp7,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp7,rebootgroup2-nondb
vp8,vtent,us-east-1,us,db,maintwindow-vantageent-vp8,rebootgroup1-dbonly
vp8,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp8,rebootgroup2-nondb
vp8,vtent,us-west-2,us,db,maintwindow-vantageent-vp8,rebootgroup1-dbonly
vp8,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp8,rebootgroup2-nondb
vp9,vtent,us-east-1,us,db,maintwindow-vantageent-vp9,rebootgroup1-dbonly
vp9,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp9,rebootgroup2-nondb
vp9,vtent,us-west-2,us,db,maintwindow-vantageent-vp9,rebootgroup1-dbonly
vp9,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp9,rebootgroup2-nondb
vp10,vtent,us-east-1,us,db,maintwindow-vantageent-vp10,rebootgroup1-dbonly
vp10,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp10,rebootgroup2-nondb
vp10,vtent,us-west-2,us,db,maintwindow-vantageent-vp10,rebootgroup1-dbonly
vp10,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp10,rebootgroup2-nondb
vp11,vtent,eu-west-1,eu,db,maintwindow-vantageent-vp11,rebootgroup1-dbonly
vp11,vtent,eu-west-1,eu,nondb,maintwindow-vantageent-vp11,rebootgroup2-nondb
vp11,vtent,eu-central-1,eu,db,maintwindow-vantageent-vp11,rebootgroup1-dbonly
vp11,vtent,eu-central-1,eu,nondb,maintwindow-vantageent-vp11,rebootgroup2-nondb
vp12,vtent,us-east-1,us,db,maintwindow-vantageent-vp12,rebootgroup1-dbonly
vp12,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp12,rebootgroup2-nondb
vp12,vtent,us-west-2,us,db,maintwindow-vantageent-vp12,rebootgroup1-dbonly
vp12,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp12,rebootgroup2-nondb
vp13,vtent,ca-central-1,ca,db,maintwindow-vantageent-vp13,rebootgroup1-dbonly
vp13,vtent,ca-central-1,ca,nondb,maintwindow-vantageent-vp13,rebootgroup2-nondb
vp14,vtent,us-east-1,us,db,maintwindow-vantageent-vp14,rebootgroup1-dbonly
vp14,vtent,us-east-1,us,nondb,maintwindow-vantageent-vp14,rebootgroup2-nondb
vp14,vtent,us-west-2,us,db,maintwindow-vantageent-vp14,rebootgroup1-dbonly
vp14,vtent,us-west-2,us,nondb,maintwindow-vantageent-vp14,rebootgroup2-nondb

